DEPTID|END_DATE|UFID|SAL_ADMIN_PLAN|JOBCODE|HR_POSITION|uri|remove|current|JOBCODE_DESCRIPTION|START_DATE
04020000|NULL|67618378|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-29
34170100|NULL|39052196|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-05-10
56021300|NULL|90401320|FA09|312|1|||yes|PRG DIR & SCTST|1968-09-16
04030200|NULL|33309133|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-13
14200500|NULL|86145181|TA12|1344|1|||yes|EDUC/TRAINING PROGS, CRD 2|2012-06-22
24010200|NULL|40099998|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-15
04020000|NULL|63876386|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-22
11040000|NULL|63293953|TU2N|836|1|||yes|ACCOUNTANT|2012-08-13
29120000|NULL|81058630|TU2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|2008-02-22
29011500|NULL|10388330|TU2N|806|1|||yes|SECRETARY, EXECUTIVE|2014-06-20
16360100|NULL|70814698|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-03-20
29070100|NULL|49493750|FACM|478|1|||yes|CHAIR & PROF|1988-07-01
32060000|NULL|20615281|CTSY|185|1|||yes|CO CLIN LECTURER|2000-01-01
28011300|NULL|32875460|TU2N|818|1|||yes|ADMINISTRATIVE AST|1990-12-12
13020100|NULL|09775969|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
19070000|NULL|10698791|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-01-01
14200850|NULL|63396946|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-01-08
34010206|NULL|34483869|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-07-22
14200850|NULL|32829566|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-06
04020000|NULL|71114308|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-08-21
33080000|NULL|07503920|CTSY|142|1|||yes|AFFL CLIN PROF|2008-07-01
60140000|NULL|39683715|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-12
19050000|NULL|91186381|FA09|512|1|||yes|EMIN SCHOLAR|2012-01-01
57720000|NULL|87217480|TA12|1269|1|||yes|RESEARCH PROGS/SVCS, CRD 1|2005-05-25
24180000|NULL|81976834|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-06-07
04020000|NULL|69643807|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-05-25
34010602|NULL|23533190|US2N|836|1|||yes|ACCOUNTANT|1989-04-17
56020000|NULL|44545621|CTSY|727|1|||yes|CO CURATOR|1991-05-01
04020000|NULL|19776393|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-01-11
60354052|NULL|23851125|FA12|439|1|||yes|EXT AGENT I|2010-09-17
60731000|NULL|93961760|FAPD|394|1|||yes|POSTDOC ASO|2007-07-02
35040200|NULL|15774923|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-17
04020000|NULL|44838127|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-12-09
28090000|NULL|91166768|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-02-26
30080000|NULL|48298520|FACM|757|1|||yes|PRG DIR & CLIN ASO PROF|2000-07-26
63400100|NULL|38583600|TA12|1133|1|||yes|MANAGEMENT ANALYSIS, CRD 2|2001-05-29
13010610|NULL|24493290|GA09|541|1|||yes|GRADUATE AST-T|2001-02-02
18070000|NULL|19417180|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
60230000|NULL|17678470|TU2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|1990-06-11
19340100|NULL|81697189|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-06-09
29070100|NULL|16677350|TU2E|955|1|||yes|REGISTERED NURSE PRACT, ADVANC|1991-02-04
29091800|NULL|06313143|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-30
24040100|NULL|21141719|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-10
60170000|NULL|52894448|CTSY|140|1|||yes|AFFL AST PROF|2011-10-12
33070000|NULL|61026141|FA12|478|1|||yes|CHAIR & PROF|2011-07-01
16880100|NULL|14187139|GA09|541|1|||yes|GRADUATE AST-T|2010-08-16
14200850|NULL|31712073|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-01-29
19080000|NULL|86273995|TU2E|1537|1|||yes|RESEARCH ENGINEER SUPP SPEC SR|2002-12-31
03030000|NULL|08889581|FWSP|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-12
16920100|NULL|59016916|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
03030000|NULL|13620194|TA12|1136|1|||yes|ADMISSIONS/REGISTRATION, CRD 1|2008-08-19
60850000|NULL|36111692|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-02-26
60735000|NULL|05927060|TU2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|1990-02-21
23130100|NULL|94881937|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-12-16
04080300|NULL|18627821|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-04-24
33080000|NULL|53833080|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2011-08-16
28090000|NULL|11775119|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2011-06-03
04050000|NULL|47093443|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-11-01
28090000|NULL|83093461|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2010-03-01
60410000|NULL|99621581|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2007-10-01
15020100|NULL|18365598|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-03
04010200|NULL|45121049|TA12|1430|1|||yes|STUDENT AFFAIRS, CRD 2|2011-07-22
16400100|NULL|17147364|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-08-11
16320000|NULL|58951125|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
29011500|NULL|33831123|TA12|1184|1|||yes|DEVELOPMENT/ALUMNI AFF, CRD 1|2012-05-15
16060000|NULL|96586999|FA12|528|1|||yes|AST SCTST|2008-06-01
34060700|NULL|11954301|FA12|790|1|||yes|CLIN ASO PROF|2011-08-29
16400100|NULL|13966140|GA09|541|1|||yes|GRADUATE AST-T|2006-06-23
04010200|NULL|31767181|TA12|1430|1|||yes|STUDENT AFFAIRS, CRD 2|2013-01-04
04080400|NULL|57451138|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-09
19070000|NULL|51459149|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-10
29070100|NULL|51908060|FACM|790|1|||yes|CLIN ASO PROF|1984-07-01
14500000|NULL|79725430|TA12|1748|1|||yes|Systems Admin/Programmer 4|2003-09-15
16120100|NULL|91920540|FA12|528|1|||yes|AST SCTST|1980-09-06
29060000|NULL|11393131|FAPD|394|1|||yes|POSTDOC ASO|2014-07-16
04020000|NULL|92949407|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-07-02
73040200|NULL|93161833|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2010-11-12
60070000|NULL|07967753|TU2E|930|1|||yes|ENGINEER|2003-08-18
04020000|NULL|26386104|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-16
60320000|NULL|41467390|TU2N|806|1|||yes|SECRETARY, EXECUTIVE|1986-06-03
11800000|NULL|51296148|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-12-13
11600106|NULL|78045590|US2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|1998-08-21
67010000|NULL|89913171|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-02-10
16480100|NULL|13711380|GA09|539|1|||yes|GRADUATE TCH AST|2009-08-16
60320000|NULL|08121121|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2011-03-24
04020000|NULL|89147454|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-04-29
16380100|NULL|13130202|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
73030000|NULL|36295080|US2N|1114|1|||yes|LAW ENFORCEMENT OFFICER|1991-01-17
60460000|NULL|36646168|FWSP|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2011-09-08
04020000|NULL|38367673|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-03
32030000|NULL|89293999|FA12|528|1|||yes|AST SCTST|2008-07-01
16340100|NULL|44111129|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
16040100|NULL|13662099|GA09|541|1|||yes|GRADUATE AST-T|2009-08-16
04020000|NULL|33868306|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2011-03-30
16140100|NULL|39368338|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-19
29020100|NULL|93249197|FAPD|394|1|||yes|POSTDOC ASO|2012-07-28
04030200|NULL|99629590|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-22
57140100|NULL|56094620|CTSY|140|1|||yes|AFFL AST PROF|2006-01-01
57720000|NULL|93937151|TA12|1378|1|||yes|STATISTICAL RESEARCH, CRD 3|2004-06-15
28311000|NULL|42435030|TU2N|1086|1|||yes|VETERINARY HOSPITAL TECH, SR|1996-06-21
60460000|NULL|32743181|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2006-09-14
57140100|NULL|56896903|CTSY|140|1|||yes|AFFL AST PROF|2008-01-01
60030000|NULL|31101121|FWSP|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-05-01
28040000|NULL|37847980|TA12|1305|1|||yes|ACCOUNTING, CRD 3|1989-11-13
19020000|NULL|39419121|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-01-15
29052001|NULL|80398501|TU2E|942|1|||yes|CHEMIST|2003-08-08
16240100|NULL|51764526|FAPD|394|1|||yes|POSTDOC ASO|2010-11-01
15010000|NULL|11550346|FA12|449|1|||yes|DEAN & PROF|2006-09-29
19020000|NULL|42146779|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-05
15060000|NULL|78476420|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-07-11
16380100|NULL|53936850|GA09|541|1|||yes|GRADUATE AST-T|2011-08-16
60150000|NULL|05831393|GA12|541|1|||yes|GRADUATE AST-T|2013-08-16
62010600|NULL|27783056|TA12|1299|1|||yes|HUMAN RESOURCES, CRD 3|2012-09-14
19070000|NULL|76562662|GA12|541|1|||yes|GRADUATE AST-T|2014-08-16
02010100|NULL|66687583|TU2N|806|1|||yes|SECRETARY, EXECUTIVE|2014-01-10
29150000|NULL|15085118|FAPD|394|1|||yes|POSTDOC ASO|2012-09-28
16940100|NULL|89135955|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
17200300|NULL|07041837|TA12|1184|1|||yes|DEVELOPMENT/ALUMNI AFF, CRD 1|2002-12-02
31010100|NULL|18226321|TU2N|833|1|||yes|FISCAL AST|NULL
60030000|NULL|85218760|TA12|1328|1|||yes|EDUC MEDIA/COMMUNIC, CRD 4|1986-03-25
23040000|NULL|90586559|FA09|512|1|||yes|EMIN SCHOLAR|2009-08-16
16380000|NULL|01779150|GA09|541|1|||yes|GRADUATE AST-T|2012-08-16
23010201|NULL|31048110|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
04020000|NULL|11191294|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-05
16030100|NULL|37434490|CTSY|730|1|||yes|CO SCTST|2004-06-18
29190000|NULL|96104913|TA12|1423|1|||yes|MEDICAL/HLTH ADMIN, ASO DIR 5|2010-03-15
04020000|NULL|06696809|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-01-04
26080100|NULL|43998424|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-08-14
19020000|NULL|93546222|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-01-24
32060300|NULL|96556659|CTSY|185|1|||yes|CO CLIN LECTURER|2013-09-05
30050000|NULL|14274961|FACM|757|1|||yes|PRG DIR & CLIN ASO PROF|2004-06-18
60140000|NULL|75218800|CTSY|742|1|||yes|CO AST SCTST|2009-03-16
29080000|NULL|35317500|FACM|757|1|||yes|PRG DIR & CLIN ASO PROF|2003-07-01
60150000|NULL|75697930|TU2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|1999-09-30
04020000|NULL|19417535|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-29
52033000|NULL|07098591|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2003-06-16
35010800|NULL|89991908|TU2E|955|1|||yes|REGISTERED NURSE PRACT, ADVANC|2011-01-14
60150000|NULL|78643191|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-05-18
34010206|NULL|80711101|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-10-04
14200350|NULL|99131169|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-03-14
04080400|NULL|70112671|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-02
02140100|NULL|34698430|TA12|1344|1|||yes|EDUC/TRAINING PROGS, CRD 2|2010-02-05
29060000|NULL|94849254|TU2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|2010-10-25
04020000|NULL|39895362|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-04-20
04020000|NULL|60988116|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-02
14200500|NULL|60743346|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-02-06
28334300|NULL|81769060|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2004-06-18
04020000|NULL|68546243|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-12-09
32080500|NULL|60961930|OF12|149|1|||yes|ADJ CLIN AST PROF|2011-10-15
11090000|NULL|87358807|TU2N|818|1|||yes|ADMINISTRATIVE AST|2003-05-27
60170000|NULL|21339807|CTSY|140|1|||yes|AFFL AST PROF|2007-10-18
18050000|NULL|18989992|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-01-07
60740000|NULL|83887000|TU2N|1100|1|||yes|AGRICULTURAL AST|1980-02-29
04080200|NULL|39157863|TA12|1430|1|||yes|STUDENT AFFAIRS, CRD 2|2013-10-25
34170402|NULL|94595416|FA12|757|1|||yes|PRG DIR & CLIN ASO PROF|2005-07-01
16960400|NULL|93517031|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-07-01
34080102|NULL|51714134|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-03-03
63650200|NULL|28805168|TU2N|1049|1|||yes|REFRIGERATION MECHANIC, SR|2008-03-07
60352004|NULL|63639855|FA12|335|1|||yes|CTY EXT DIR & EXT AGENT II|2007-12-14
56020000|NULL|03573361|CTSY|727|1|||yes|CO CURATOR|1986-07-01
26080100|NULL|69170922|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-18
19140000|NULL|97942690|FA09|512|1|||yes|EMIN SCHOLAR|2004-06-18
16309001|NULL|01511254|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-10-23
16140000|NULL|63671331|GA09|539|1|||yes|GRADUATE TCH AST|2012-08-16
60180000|NULL|18841109|TU2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|2005-03-14
04020000|NULL|55328873|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-06
60150000|NULL|05502618|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-11-22
16920000|NULL|11136334|GA09|541|1|||yes|GRADUATE AST-T|2012-08-16
16320000|NULL|41248930|GA09|541|1|||yes|GRADUATE AST-T|2013-08-16
16980300|NULL|81308585|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-31
33050000|NULL|48467671|FAPD|394|1|||yes|POSTDOC ASO|2011-01-07
16420000|NULL|51141954|CTSY|140|1|||yes|AFFL AST PROF|2014-07-01
16120100|NULL|55175820|GA12|541|1|||yes|GRADUATE AST-T|2013-08-16
04020000|NULL|58031056|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-16
19030000|NULL|90126951|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-30
60140000|NULL|56873190|TU2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|2002-09-15
23100100|NULL|03981410|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-01-14
16400100|NULL|24915149|GA12|541|1|||yes|GRADUATE AST-T|2013-09-07
34100103|NULL|91449191|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2009-02-09
62060200|NULL|99633893|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-08-01
16140000|NULL|39978890|FA09|478|1|||yes|CHAIR & PROF|2005-08-16
26010600|NULL|16363904|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-06-14
16900100|NULL|14573531|GA09|541|1|||yes|GRADUATE AST-T|2013-08-16
60100000|NULL|15461038|FAPD|394|1|||yes|POSTDOC ASO|2012-01-17
63550400|NULL|45558300|TU2N|1049|1|||yes|REFRIGERATION MECHANIC, SR|2009-11-20
16280100|NULL|09145137|GA09|539|1|||yes|GRADUATE TCH AST|2012-08-16
29050100|NULL|71740865|TU2N|836|1|||yes|ACCOUNTANT|2008-10-08
13020100|NULL|83426539|GA09|541|1|||yes|GRADUATE AST-T|2013-08-16
04020000|NULL|82761975|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-03-14
16309001|NULL|26134613|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-01-17
19010300|NULL|65436346|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-06-27
32050000|NULL|93381330|CTSY|140|1|||yes|AFFL AST PROF|1999-03-01
60190000|NULL|93098599|FAPD|394|1|||yes|POSTDOC ASO|2011-01-07
32050000|NULL|18909561|CTSY|145|1|||yes|AFFL CLIN INSTRUCTOR|2012-01-09
14200350|NULL|69830961|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-10-14
16900100|NULL|88418134|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
16309001|NULL|15691898|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-02-06
32060300|NULL|59051001|CTSY|185|1|||yes|CO CLIN LECTURER|2013-05-13
29080100|NULL|63271351|TU2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|2010-05-17
36010000|NULL|74044419|CTSY|140|1|||yes|AFFL AST PROF|2012-12-07
60100000|NULL|32962926|GA12|541|1|||yes|GRADUATE AST-T|2013-05-16
16240100|NULL|53406743|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-02-01
30090000|NULL|12148921|TA12|1298|1|||yes|HUMAN RESOURCES, CRD 2|2013-09-06
13040100|NULL|64058500|GA12|541|1|||yes|GRADUATE AST-T|2014-08-16
04020000|NULL|91993296|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-09
29010400|NULL|12610174|TU2N|818|1|||yes|ADMINISTRATIVE AST|2007-05-09
34060300|NULL|78748517|TU2N|982|1|||yes|DENTAL AST|2014-07-11
04020000|NULL|44354780|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-07-01
16309001|NULL|05079461|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-05-16
29051400|NULL|24424191|FACM|790|1|||yes|CLIN ASO PROF|2013-03-25
57140100|NULL|11341124|TA12|1344|1|||yes|EDUC/TRAINING PROGS, CRD 2|2013-08-27
64801000|NULL|57844690|TU2N|835|1|||yes|FISCAL OPERATIONS SPV|1998-06-12
04020000|NULL|69833607|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-01-30
16010500|NULL|74121915|TA12|1363|1|||yes|DEVELOPMENT/ALUMNI AFF, CRD 4|2005-01-10
52050000|NULL|23071560|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2008-04-01
29200000|NULL|04823131|FAPD|394|1|||yes|POSTDOC ASO|2013-07-15
16240100|NULL|61699196|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-04-24
28050000|NULL|39851985|FAPD|394|1|||yes|POSTDOC ASO|2013-08-16
29080100|NULL|93369059|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-08-16
24080100|NULL|32153698|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2011-11-11
73030000|NULL|75711922|US2N|1114|1|||yes|LAW ENFORCEMENT OFFICER|2011-10-28
60210000|NULL|20588400|US2E|940|1|||yes|BIOLOGICAL SCIENTIST, SR|1995-07-24
60150000|NULL|17559653|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-06-01
24010200|NULL|99691991|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-09
62060200|NULL|19062349|FWSP|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-02-11
60152300|NULL|99575209|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-03-02
04020000|NULL|21991921|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-16
04020000|NULL|54517698|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-05
04020000|NULL|58031056|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-09-11
48032000|NULL|72828450|TA12|1374|1|||yes|COMPUTER APPLICATIONS, CRD 3|1995-03-06
16240100|NULL|41246558|GA09|541|1|||yes|GRADUATE AST-T|2012-08-16
16240100|NULL|97451420|GA09|541|1|||yes|GRADUATE AST-T|2012-08-16
29110000|NULL|16194357|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-09-14
04020000|NULL|51399825|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-16
16980300|NULL|09108936|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-01-21
30080000|NULL|12687781|FACM|757|1|||yes|PRG DIR & CLIN ASO PROF|1988-10-01
29080100|NULL|11973281|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-13
29141002|NULL|45987062|FACM|790|1|||yes|CLIN ASO PROF|2004-06-18
60353059|NULL|95452035|FA12|439|1|||yes|EXT AGENT I|2009-10-14
73040200|NULL|93145113|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-08-29
73030000|NULL|81997240|US2N|1114|1|||yes|LAW ENFORCEMENT OFFICER|1999-02-24
56021600|NULL|62507805|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-05-18
04020000|NULL|93813171|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-17
04020000|NULL|09248187|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-01-04
14200850|NULL|05967241|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-09-29
04030200|NULL|83999072|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-07-02
04030000|NULL|60850430|TA12|1155|1|||yes|CLINICAL PROGRAMS, CRD 1|2010-07-23
05090000|NULL|06995000|TA12|1430|1|||yes|STUDENT AFFAIRS, CRD 2|2014-07-14
29092200|NULL|75888610|CTSY|185|1|||yes|CO CLIN LECTURER|2014-05-01
04050300|NULL|49644578|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-09-06
19090100|NULL|49539896|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-30
60070000|NULL|37993521|TA12|1269|1|||yes|RESEARCH PROGS/SVCS, CRD 1|2008-08-08
32060300|NULL|51084601|CTSY|185|1|||yes|CO CLIN LECTURER|2010-02-15
04020000|NULL|37161818|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-09-10
16360100|NULL|90608055|GA12|541|1|||yes|GRADUATE AST-T|2011-08-16
16980500|NULL|33007410|TA12|1437|1|||yes|RESEARCH PROGS/SVCS, CRD 3|1988-07-20
29050700|NULL|15918999|FAPD|394|1|||yes|POSTDOC ASO|2012-09-01
29050900|NULL|14839875|TA12|1269|1|||yes|RESEARCH PROGS/SVCS, CRD 1|2002-12-09
16320000|NULL|76619170|GA09|541|1|||yes|GRADUATE AST-T|2014-08-16
04020000|NULL|41613362|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-16
50010000|NULL|47939818|TU2N|818|1|||yes|ADMINISTRATIVE AST|2010-11-12
11090000|NULL|90143388|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-06-03
62060200|NULL|77683420|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-10-08
28090000|NULL|61113399|CTSY|730|1|||yes|CO SCTST|2012-06-11
62010600|NULL|33188187|TA12|1299|1|||yes|HUMAN RESOURCES, CRD 3|2003-08-15
29080100|NULL|53466950|FAPD|394|1|||yes|POSTDOC ASO|2011-08-19
30050000|NULL|96112802|FACM|790|1|||yes|CLIN ASO PROF|2010-08-01
04080100|NULL|55143143|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-05-09
34060300|NULL|40925790|TU2N|982|1|||yes|DENTAL AST|1994-11-07
04020000|NULL|11374395|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-07-07
19050000|NULL|05225398|CTSY|1496|1|||yes|CO RES AST PROF|2013-07-15
29091200|NULL|63967033|OF12|149|1|||yes|ADJ CLIN AST PROF|2007-08-24
04020000|NULL|14326349|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-01-03
29030101|NULL|26019538|FAPD|394|1|||yes|POSTDOC ASO|2007-01-01
04020000|NULL|21521363|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-08-16
04050000|NULL|51934138|TA12|1430|1|||yes|STUDENT AFFAIRS, CRD 2|2010-04-30
19140000|NULL|41912191|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2014-08-16
55070200|NULL|66411850|FA12|686|1|||yes|VIS AST UNIV LIBRARIAN|2014-07-09
29080100|NULL|47141910|TU2E|902|1|||yes|MARKETING SPECIALIST|2014-03-14
29030000|NULL|73960600|CTSY|140|1|||yes|AFFL AST PROF|2005-07-01
04020000|NULL|39007190|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2013-01-17
62060100|NULL|13105624|STAS|1483|1|||yes|STU AST - NON-CLERICAL & ADMIN|2012-04-02
29051900|NULL|85211916|OF12|149|1|||yes|ADJ CLIN AST PROF|2011-05-08
60170000|NULL|18706510|CTSY|140|1|||yes|AFFL AST PROF|2004-06-18
16940100|NULL|88859174|GA09|541|1|||yes|GRADUATE AST-T|2013-08-16
